,Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
21210,Toyota,2021,Hà Nội,Cũ,43000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Xăng,2.7,2350.0
10475,Kia,2024,Hải Phòng,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,799.0
24792,Toyota,2020,Bắc Giang,Cũ,46000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,810.0
7031,Hyundai,2021,Bình Dương,Cũ,38000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Dầu,2.0,780.0
16528,Mercedes Benz,2024,TP HCM,Mới,0.0,Nhập khẩu,Coupe,Số tự động,Đỏ,Đen,5,4,AWD,Xăng,3.0,5999.0
8819,Kia,2016,Hà Nội,Cũ,95000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.4,518.0
4380,Honda,2017,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.4,625.0
9501,Kia,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,519.0
7093,Hyundai,2020,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đỏ,7,5,AWD,Dầu,2.2,925.0
3734,Ford,2017,Thái Bình,Cũ,103000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Nâu,5,4,RFD,Dầu,2.2,470.0
1074,Chevrolet,2012,Hà Nội,Cũ,120000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,2,5,FWD,Xăng,1.0,119.0
16990,Mercedes Benz,2020,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,AWD,Xăng,2.0,1699.0
9064,Kia,2012,Đăk Lăk,Cũ,138000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Đen,7,5,FWD,Xăng,2.0,250.0
13870,Mazda,2018,Long An,Cũ,55000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Trắng,Đen,5,4,4WD,Dầu,2.2,420.0
11335,Lexus,2017,TP HCM,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,1989.0
23528,Toyota,2022,Hà Nội,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,FWD,Xăng,1.8,820.0
16836,Mercedes Benz,2010,Hà Nội,Cũ,170000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,1.8,265.0
10047,Kia,2015,Hà Nội,Cũ,65000.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Trắng,2,5,FWD,Xăng,1.0,205.0
23340,Toyota,2009,TP HCM,Cũ,100000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.7,470.0
24959,Toyota,2022,TP HCM,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,7,5,FWD,Xăng,1.5,562.0
9437,Kia,2015,Hà Nội,Cũ,85000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,450.0
20591,Toyota,2021,TP HCM,Cũ,41000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,965.0
11962,Lexus,2021,Hà Nội,Cũ,29000.0,Nhập khẩu,SUV,Số tự động,Cát,Nâu,5,5,AWD,Xăng,3.5,3550.0
22224,Toyota,2016,Ninh Bình,Cũ,92000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Đen,5,4,FWD,Xăng,2.5,568.0
8877,Kia,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,6,5,AWD,Dầu,2.2,1060.0
24365,Toyota,2016,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Ghi,8,5,RFD,Xăng,2.0,360.0
21046,Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,4286.0
9909,Kia,2022,TP HCM,Cũ,36666.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nâu,5,5,FWD,Dầu,2.0,919.0
92,Audi,2015,Hà Nội,Cũ,68000.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,710.0
4114,Ford,2019,TP HCM,Cũ,90000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Đen,5,4,4WD,Dầu,2.0,620.0
19548,Porsche,2021,Hà Nội,Cũ,21000.0,Nhập khẩu,Sedan,Số tự động,Ghi,Đỏ,4,4,RFD,Xăng,3.0,4999.0
10640,Kia,2015,Hà Nội,Cũ,121426.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,2.0,565.0
13062,Mazda,2022,Hà Nội,Cũ,9000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,6,5,AWD,Xăng,2.5,1039.0
18089,Mitsubishi,2023,TP HCM,Mới,0.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nhiều màu,5,4,RFD,Dầu,2.4,756.0
19100,Peugeot,2019,Đà Nẵng,Cũ,62000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,7,5,FWD,Xăng,1.6,699.0
3909,Ford,2021,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Dầu,2.0,915.0
13678,Mazda,2019,Hà Nội,Cũ,580000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,675.0
16572,Mercedes Benz,2021,Hà Nội,Cũ,42000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,RFD,Xăng,2.0,1479.0
10412,Kia,2020,Bình Dương,Cũ,60000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.6,578.0
20785,Toyota,2011,Hà Nội,Cũ,130000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Kem,7,5,RFD,Dầu,2.5,425.0
8557,Kia,2018,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,445.0
7151,Hyundai,2009,Hà Nội,Cũ,150000.0,Nhập khẩu,Hatchback,Số tay,Bạc,Đen,5,5,FWD,Xăng,1.1,145.0
15887,Mercedes Benz,2019,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,1.5,925.0
11773,Lexus,2020,Hà Nội,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,2690.0
14116,Mercedes Benz,2020,Hà Nội,Cũ,27000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,1580.0
24825,Toyota,2008,Hải Dương,Cũ,140000.0,Lắp ráp trong nước,Crossover,Số tự động,Bạc,Cát,8,5,RFD,Xăng,2.0,239.0
19216,Peugeot,2022,Hà Nội,Cũ,32000.0,Lắp ráp trong nước,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.2,699.0
13784,Mazda,2020,Hà Nội,Cũ,38000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,2.5,765.0
25311,VinFast,2021,Hà Nội,Cũ,46000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.4,329.0
19572,Porsche,2020,TP HCM,Cũ,20000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đỏ,4,4,RFD,Xăng,2.9,5500.0
20871,Toyota,2018,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.5,435.0
8794,Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,8,5,FWD,Dầu,2.2,1279.0
16629,Mercedes Benz,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1779.0
21166,Toyota,2023,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,545.0
15358,Mercedes Benz,2021,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,5,5,RFD,Xăng,2.0,1410.0
17810,Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đen,7,5,FWD,Xăng,1.5,614.0
3731,Ford,2022,TP HCM,Cũ,9400.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,RFD,Dầu,2.0,650.0
5846,Hyundai,2021,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,7,5,AWD,Dầu,2.2,1150.0
20965,Toyota,2022,TP HCM,Cũ,45100.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,657.0
11590,Lexus,2024,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Kem,Nâu,5,4,FWD,Xăng,2.5,2620.0
4016,Ford,2021,TP HCM,Cũ,77000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,645.0
9099,Kia,2022,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.25,399.0
15265,Mercedes Benz,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,RFD,Xăng,2.0,1840.0
2506,Ford,2016,Hà Nội,Cũ,120000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Ghi,5,4,RFD,Dầu,2.2,422.0
22957,Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5,4,FWD,Xăng,1.5,458.0
5884,Hyundai,2022,Hà Nội,Cũ,28000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,679.0
24946,Toyota,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,5,5,FWD,Hybrid,1.5,765.0
20138,Suzuki,2019,Bình Dương,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,7,5,FWD,Xăng,1.5,385.0
26123,Volkswagen,2024,TP HCM,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.0,2188.0
7477,Hyundai,2023,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nhiều màu,5,4,FWD,Xăng,1.4,479.0
15489,Mercedes Benz,2019,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5,4,RFD,Xăng,2.0,1445.0
12806,Mazda,2022,Hà Nội,Cũ,10500.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,670.0
20579,Toyota,2019,Bình Dương,Cũ,42000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.2,295.0
4802,Honda,2010,Điện Biên,Cũ,16000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.8,240.0
20905,Toyota,2019,Hà Tĩnh,Cũ,77000.0,Lắp ráp trong nước,Sedan,Số tự động,Vàng,Kem,5,4,FWD,Xăng,1.5,445.0
13816,Mazda,2020,TP HCM,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Xám,5,4,FWD,Xăng,1.5,535.0
1633,Ford,2016,TP HCM,Cũ,68000.0,Lắp ráp trong nước,Hatchback,Số tự động,Nâu,Đen,5,5,FWD,Xăng,1.0,335.0
14280,Mercedes Benz,2022,Hà Nội,Cũ,14000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5,5,RFD,Xăng,2.0,1639.0
7960,Hyundai,2009,Hà Nội,Cũ,200000.0,Nhập khẩu,Crossover,Số tự động,Vàng,Đen,5,5,4WD,Xăng,2.0,238.0
9032,Kia,2020,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,888.0
23660,Toyota,2020,Hà Nội,Cũ,80.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.5,955.0
17601,Mitsubishi,2019,Hà Nội,Cũ,75005.0,Nhập khẩu,SUV,Số tự động,Trắng,Tím,7,5,FWD,Xăng,1.5,483.0
7079,Hyundai,2022,Đăk Lăk,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Nhiều màu,5,4,FWD,Xăng,1.4,500.0
20499,Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,515.0
9698,Kia,2023,Hà Nội,Cũ,5500.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1420.0
25416,VinFast,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Điện,0.6,765.0
3276,Ford,2019,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Đen,Nâu,10,4,RFD,Dầu,2.4,745.0
14293,Mercedes Benz,2020,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1699.0
649,BMW,2022,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đen,5,4,RFD,Xăng,2.0,1674.0
9785,Kia,2015,Hà Nội,Cũ,136000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Nhiều màu,5,5,FWD,Xăng,1.25,150.0
1151,Chevrolet,2009,Đồng Nai,Cũ,150000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Kem,5,5,FWD,Xăng,0.8,145.0
10485,Kia,2022,TP HCM,Cũ,78000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xám,Kem,8,5,FWD,Dầu,2.2,1068.0
8275,Jeep,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Xanh,5,5,4WD,Xăng,2.0,4088.0
26091,Volkswagen,2024,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Xăng,2.0,2188.0
22551,Toyota,2006,TP HCM,Cũ,155000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Kem,8,5,RFD,Xăng,2.0,196.0
8580,Kia,2015,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Đen,7,5,FWD,Xăng,2.0,340.0
24826,Toyota,2013,Quảng Trị,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Kem,5,4,FWD,Xăng,2.0,395.0
12356,Mazda,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,FWD,Xăng,2.5,1024.0
13231,Mazda,2019,Hải Phòng,Cũ,60000.0,Lắp ráp trong nước,Hatchback,Số tự động,Ghi,Ghi,5,5,FWD,Xăng,1.5,528.0
21290,Toyota,2019,TP HCM,Cũ,85000.0,Nhập khẩu,SUV,Số tay,Bạc,Nâu,7,5,RFD,Dầu,2.4,769.0
9978,Kia,2022,Hà Nội,Cũ,9000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,1.25,355.0
2365,Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Dầu,2.0,1413.0
12826,Mazda,2021,Quảng Ninh,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,550.0
2002,Ford,2015,Hà Nội,Cũ,120000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Đen,5,4,4WD,Dầu,3.2,450.0
22180,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,635.0
10332,Kia,2024,Bắc Ninh,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Đỏ,5,4,FWD,Xăng,2.0,639.0
13110,Mazda,2022,Hà Nội,Cũ,22000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Xám,5,4,FWD,Xăng,1.5,550.0
25781,VinFast,2020,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Xám,5,5,FWD,Xăng,1.4,335.0
10016,Kia,2021,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,755.0
14876,Mercedes Benz,2022,Hà Nội,Cũ,21000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,1789.0
20146,Suzuki,2021,Hà Nội,Cũ,14141.0,Nhập khẩu,SUV,Số tự động,Tím,Kem,7,5,FWD,Xăng,1.5,505.0
18036,Mitsubishi,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.2,465.0
18747,Mitsubishi,2022,TP HCM,Cũ,12000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,2.0,720.0
16642,Mercedes Benz,2009,Hà Nội,Cũ,110000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,3.0,375.0
10101,Kia,2022,Hà Nội,Cũ,30000.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Xám,5,4,FWD,Xăng,1.6,545.0
9251,Kia,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Kem,5,5,FWD,Xăng,1.25,290.0
907,BMW,2021,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.0,3290.0
20421,Toyota,2020,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.5,370.0
22954,Toyota,2022,Hà Nội,Cũ,6500.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.8,715.0
22228,Toyota,2018,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tay,Nâu,Nâu,7,5,RFD,Dầu,2.4,799.0
21675,Toyota,2019,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,7,5,4WD,Dầu,2.8,945.0
5983,Hyundai,2020,Phú Thọ,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5,4,FWD,Xăng,1.4,345.0
15793,Mercedes Benz,2013,Hà Nội,Cũ,130000.0,Nhập khẩu,Van/Minivan,Số tay,Vàng,Đen,3,4,RFD,Dầu,2.1,290.0
5200,Honda,2019,Hải Phòng,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,409.0
15245,Mercedes Benz,2021,Hà Nội,Cũ,32180.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,1790.0
2913,Ford,2019,Hà Nội,Cũ,70000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Ghi,Nhiều màu,5,4,RFD,Dầu,2.2,540.0
22000,Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.2,390.0
3860,Ford,2014,Ninh Bình,Cũ,110000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Nhiều màu,5,4,4WD,Dầu,3.2,385.0
23048,Toyota,2020,Hà Nội,Cũ,39000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,2.5,929.0
5341,Hyundai,2021,Bình Dương,Cũ,8000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Nhiều màu,5,5,FWD,Xăng,1.25,359.0
9819,Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7,5,FWD,Dầu,2.2,1409.0
4855,Honda,2022,Quảng Ninh,Cũ,20000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,935.0
7248,Hyundai,2022,Hà Nội,Cũ,49000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,2.0,755.0
3025,Ford,2016,Hà Nội,Cũ,88200.0,Lắp ráp trong nước,Hatchback,Số tự động,Xám,Đen,5,5,FWD,Xăng,1.0,295.0
16253,Mercedes Benz,2020,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Kem,5,5,RFD,Xăng,2.0,1399.0
4355,Honda,2019,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,420.0
10532,Kia,2015,Hải Phòng,Cũ,123.0,Nhập khẩu,Van/Minivan,Số tự động,Cát,Kem,2,5,FWD,Xăng,1.0,210.0
74,Audi,2023,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Trắng,5,4,FWD,Xăng,2.0,2080.0
1541,Ford,2020,Nghệ An,Cũ,20000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Nâu,5,4,RFD,Dầu,2.2,555.0
21558,Toyota,2016,Hà Nội,Cũ,100000.0,Lắp ráp trong nước,Crossover,Số tay,Nâu,Cam,8,5,RFD,Xăng,2.0,458.0
18475,Mitsubishi,2022,Đà Nẵng,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,580.0
22422,Toyota,2021,Hà Nội,Cũ,19000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Ghi,5,4,FWD,Xăng,1.5,465.0
15764,Mercedes Benz,2023,Khánh Hòa,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.0,2299.0
5947,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.4,463.0
8947,Kia,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Kem,5,5,FWD,Xăng,1.4,665.0
25601,VinFast,2022,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5,5,AWD,Điện,0.2,795.0
14858,Mercedes Benz,2017,Hà Nội,Cũ,44999.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,AWD,Xăng,3.0,3650.0
20770,Toyota,2012,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Kem,7,5,RFD,Xăng,2.7,375.0
1463,Ford,2022,Hà Nội,Cũ,20000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.3,1886.0
19272,Peugeot,2022,Hà Nội,Cũ,16000.0,Lắp ráp trong nước,Crossover,Số tự động,Đỏ,Ghi,5,5,FWD,Xăng,1.2,626.0
19087,Peugeot,2022,Hà Nội,Cũ,39000.0,Lắp ráp trong nước,Crossover,Số tự động,Cam,Nâu,5,5,FWD,Xăng,1.6,950.0
23920,Toyota,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Xăng,2.7,2130.0
9468,Kia,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Đen,5,4,FWD,Xăng,2.0,803.0
11075,Lexus,2014,Hà Nội,Cũ,76000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Kem,5,5,AWD,Xăng,3.5,1390.0
8270,Isuzu,2007,Đồng Nai,Cũ,65970.0,Lắp ráp trong nước,SUV,Số tay,Nâu,Ghi,8,5,RFD,Dầu,2.5,195.0
7986,Hyundai,2018,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,4WD,Xăng,2.4,750.0
21477,Toyota,2012,Hà Nội,Cũ,120000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,RFD,Xăng,2.7,375.0
19710,Subaru,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đồng,Đen,5,4,AWD,Xăng,2.0,849.0
12444,Mazda,2018,TP HCM,Cũ,71000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.5,479.0
8314,Jeep,2020,Hà Nội,Cũ,30000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,4WD,Xăng,2.0,2590.0
3189,Ford,2022,Bình Dương,Cũ,18000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,636.0
12120,Mazda,2023,Hà Nội,Cũ,3800.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.5,925.0
12284,Mazda,2018,Hà Nội,Cũ,66000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.5,662.0
6131,Hyundai,2019,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,510.0
6561,Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,FWD,Dầu,2.2,1085.0
15993,Mercedes Benz,2020,Hà Nội,Cũ,35000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,1.5,950.0
4139,Honda,2017,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Nhiều màu,5,4,FWD,Xăng,1.5,355.0
12576,Mazda,2022,Hà Nội,Cũ,37000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5,5,FWD,Xăng,2.0,718.0
193,Audi,2022,TP HCM,Cũ,17000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1488.0
13415,Mazda,2023,Hà Nội,Cũ,7000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,925.0
12731,Mazda,2019,Hà Nội,Cũ,68000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Đen,5,4,FWD,Xăng,1.5,489.0
