Tên hãng xe,Năm sản xuất,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích,Giá
Mazda,2023,Hà Nội,Cũ,3000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5,5,AWD,Xăng,2.5,880.0
Volvo,2022,TP HCM,Cũ,22000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,2.0,1878.0
Honda,2022,Hà Nội,Cũ,43000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,545.0
Toyota,2021,Đà Nẵng,Cũ,34000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,1.5,485.0
Mercedes Benz,2014,Hà Nội,Cũ,75000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,640.0
Hyundai,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,6,5,AWD,Dầu,2.2,1552.0
Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Xăng,1.5,614.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Nâu,7,5,FWD,Xăng,2.4,4370.0
Kia,2020,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nhiều màu,5,4,FWD,Xăng,2.0,555.0
Kia,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,SUV,Số tự động,Bạc,Kem,7,5,FWD,Dầu,2.2,660.0
Ford,2016,Bắc Giang,Cũ,70000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cát,Đen,5,4,RFD,Dầu,2.2,455.0
Hyundai,2021,Hà Nội,Cũ,29000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.6,546.0
Mazda,2016,Hà Nội,Cũ,78000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,560.0
Toyota,2019,Nghệ An,Cũ,128888.0,Lắp ráp trong nước,Sedan,Số tay,Cát,Bạc,5,4,FWD,Xăng,1.5,365.0
Ford,2019,Hà Nội,Cũ,79000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,AWD,Xăng,2.3,1229.0
Mercedes Benz,2021,Hà Nội,Cũ,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,RFD,Xăng,1.3,1379.0
Honda,2023,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5,5,FWD,Xăng,1.5,663.0
Mazda,2023,Hà Nội,Cũ,2000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Xám,5,5,FWD,Xăng,2.0,870.0
Mazda,2018,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.5,668.0
Mercedes Benz,2017,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5,4,RFD,Xăng,3.0,1699.0
Toyota,2021,Hà Nội,Cũ,42000.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,FWD,Xăng,1.8,688.0
Mercedes Benz,2017,Hà Nội,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,2.0,795.0
BMW,2018,Hà Nội,Cũ,60000.0,Nhập khẩu,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,2.0,1939.0
Ford,2024,Hải Dương,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.0,677.0
Toyota,2022,Hà Nội,Cũ,6700.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.8,715.0
BMW,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Xăng,3.0,4159.0
Nissan,2019,TP HCM,Cũ,13000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Kem,5,4,RFD,Dầu,2.5,495.0
Toyota,2021,Bắc Giang,Cũ,58000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.8,618.0
Subaru,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.5,1787.0
Kia,2018,TP HCM,Cũ,70000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Kem,7,5,FWD,Dầu,2.2,735.0
Hyundai,2022,Hà Nội,Cũ,26000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.4,470.0
Mercedes Benz,2004,Hà Nội,Cũ,100000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,3.5,255.0
Mercedes Benz,2022,Khánh Hòa,Cũ,399.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nâu,5,4,RFD,Xăng,1.5,1789.0
Chevrolet,2011,Thừa Thiên Huế,Cũ,125000.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Trắng,2,5,FWD,Xăng,0.8,75.0
Porsche,2021,TP HCM,Cũ,26000.0,Nhập khẩu,Sedan,Số tự động,Xám,Đỏ,4,4,RFD,Xăng,3.0,4999.0
Hyundai,2022,TP HCM,Cũ,25500.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.4,489.0
Volvo,2023,Đà Nẵng,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xanh,Đen,5,5,AWD,Xăng,2.0,1610.0
Mercedes Benz,2020,Hà Nội,Cũ,32000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,2.0,1320.0
Mercedes Benz,2010,Hà Nội,Cũ,102371.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,RFD,Xăng,3.0,595.0
Audi,2011,Hà Nội,Cũ,45000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Vàng,5,4,FWD,Xăng,1.4,538.0
Toyota,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Nâu,8,5,RFD,Xăng,2.0,716.0
Toyota,2023,TP HCM,Cũ,20000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.5,535.0
Toyota,2018,Cần Thơ,Cũ,126000.0,Lắp ráp trong nước,Crossover,Số tay,Trắng,Nhiều màu,8,5,RFD,Xăng,2.0,459.0
Honda,2023,Lâm Đồng,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,569.0
Kia,2014,Hà Nội,Cũ,99000.0,Lắp ráp trong nước,Crossover,Số tự động,Cát,Đen,7,5,FWD,Xăng,2.0,359.0
Volvo,2022,Hà Nội,Cũ,20000.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,AWD,Xăng,2.0,1979.0
Daewoo,2008,Hải Phòng,Cũ,96868.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,FWD,Xăng,1.6,205.0
Mercedes Benz,2017,Hà Nội,Cũ,100000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,999.0
Suzuki,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Ghi,2,5,RFD,Xăng,1.0,294.0
Isuzu,2022,TP HCM,Cũ,28000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Đen,5,4,RFD,Dầu,1.9,630.0
Suzuki,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,FWD,Hybrid,1.5,519.0
VinFast,2021,Hà Nội,Cũ,23000.0,Lắp ráp trong nước,Sedan,Số tự động,Ghi,Nâu,5,4,RFD,Xăng,2.0,635.0
Toyota,2020,TP HCM,Cũ,30000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Màu khác,5,5,FWD,Xăng,1.2,370.0
Toyota,2020,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,440.0
Honda,2024,Thái Nguyên,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,870.0
Mercedes Benz,2021,Hà Nội,Cũ,64000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,1680.0
Mazda,2022,Hải Dương,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,720.0
Mazda,2022,Hà Nội,Cũ,47000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,585.0
Subaru,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5,5,AWD,Xăng,2.0,969.0
Toyota,2017,Hà Nội,Cũ,58000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5,4,FWD,Xăng,1.5,370.0
Honda,2019,Hà Nội,Cũ,69000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,FWD,Xăng,1.5,699.0
Lexus,2021,Hà Nội,Cũ,28000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,2929.0
VinFast,2022,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,RFD,Xăng,2.0,650.0
MG,2024,TP HCM,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,638.0
Mercedes Benz,2014,TP HCM,Cũ,69000.0,Nhập khẩu,Sedan,Số tự động,Xanh,Đen,5,4,AWD,Xăng,2.0,599.0
Hyundai,2014,Phú Yên,Cũ,96000.0,Nhập khẩu,Hatchback,Số tay,Trắng,Kem,5,5,FWD,Xăng,1.0,190.0
Mazda,2016,Hải Dương,Cũ,99000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.2,365.0
Honda,2007,TP HCM,Cũ,142000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.0,235.0
BMW,2009,TP HCM,Cũ,130000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5,4,RFD,Xăng,2.5,275.0
MG,2024,Hà Nội,Mới,0.0,Nhập khẩu,Crossover,Số tự động,Xám,Đen,5,5,FWD,Xăng,1.5,639.0
Hyundai,2020,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,Crossover,Số tự động,Nâu,Nâu,5,5,FWD,Xăng,2.0,728.0
Porsche,2007,Hải Phòng,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,3.6,399.0
Toyota,2011,Phú Thọ,Cũ,39683.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,3.5,625.0
Toyota,2021,TP HCM,Cũ,38000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.8,685.0
Mazda,2019,Hải Phòng,Cũ,62000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,595.0
LandRover,2021,TP HCM,Cũ,34000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,4,5,AWD,Xăng,3.0,8999.0
Kia,2021,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đỏ,Nâu,7,5,FWD,Dầu,2.2,1255.0
Hyundai,2021,Hải Phòng,Cũ,25000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7,5,AWD,Dầu,2.2,968.0
Lexus,2011,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,5.7,1980.0
Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,2.5,1380.0
LandRover,2017,TP HCM,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7,5,AWD,Xăng,3.0,1939.0
Chevrolet,2014,TP HCM,Cũ,141000.0,Lắp ráp trong nước,Hatchback,Số tay,Xanh,Đen,5,5,FWD,Xăng,1.0,145.0
Hyundai,2020,Thái Nguyên,Cũ,10000.0,Lắp ráp trong nước,Sedan,Số tay,Đỏ,Kem,5,4,FWD,Xăng,1.4,360.0
Hyundai,2004,Hà Nội,Cũ,120000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,3.0,195.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Ghi,5,5,FWD,Xăng,1.5,599.0
Porsche,2023,Hà Nội,Cũ,7000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,3459.0
Audi,2022,TP HCM,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Nâu,5,4,FWD,Xăng,2.0,1600.0
Hyundai,2016,Hà Nội,Cũ,28000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7,5,4WD,Xăng,2.4,699.0
Toyota,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đồng,Đen,7,5,RFD,Xăng,2.7,1150.0
Ford,2017,TP HCM,Cũ,74000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Xanh,Đen,5,4,RFD,Dầu,2.2,399.0
Suzuki,2023,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,569.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,3.4,4286.0
Mazda,2018,Hà Nội,Cũ,99000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.5,655.0
BMW,2016,TP HCM,Cũ,80000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,629.0
Mazda,2015,Hưng Yên,Cũ,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,RFD,Dầu,2.2,330.0
Mercedes Benz,2021,TP HCM,Cũ,32368.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Xanh,7,5,RFD,Xăng,2.0,2099.0
Mitsubishi,2020,Hà Nội,Cũ,80000.0,Nhập khẩu,Sedan,Số tự động,Ghi,Đen,5,4,FWD,Xăng,1.2,350.0
Toyota,2010,Hà Nội,Cũ,150000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Ghi,5,4,FWD,Xăng,1.5,300.0
Mitsubishi,2018,Hà Nội,Cũ,129600.0,Nhập khẩu,SUV,Số tự động,Đen,Bạc,7,5,RFD,Xăng,3.0,690.0
Volkswagen,2010,TP HCM,Cũ,60000.0,Nhập khẩu,Coupe,Số tự động,Trắng,Nâu,4,2,FWD,Xăng,1.4,368.0
Toyota,2024,Hải Phòng,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Hybrid,1.5,730.0
Mazda,2020,Hà Nội,Cũ,45000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,1.5,550.0
Ford,2021,Đồng Nai,Cũ,29200.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Vàng,Kem,5,4,RFD,Dầu,2.2,566.0
VinFast,2021,Hà Nội,Cũ,18000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,585.0
Ford,2014,TP HCM,Cũ,40000.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.0,308.0
Ford,2023,TP HCM,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5,4,4WD,Dầu,2.0,979.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Số tay,Nhiều màu,Đen,16,4,RFD,Dầu,2.2,777.0
Toyota,2019,TP HCM,Cũ,41700.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5,4,FWD,Xăng,1.5,370.0
Kia,2022,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,395.0
Lexus,2010,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,5.7,1790.0
Toyota,2023,TP HCM,Cũ,21000.0,Lắp ráp trong nước,Sedan,Số tay,Đỏ,Đen,5,4,FWD,Xăng,1.5,445.0
Mazda,2024,Hải Phòng,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.0,749.0
Lexus,2009,Quảng Ninh,Cũ,71100.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,5,5,FWD,Xăng,3.5,795.0
Ford,2023,Hà Nội,Cũ,20000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,RFD,Dầu,2.0,680.0
Ford,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Nâu,Đen,7,5,RFD,Dầu,2.0,1214.0
Ford,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Trắng,Đen,5,4,4WD,Dầu,2.0,859.0
VinFast,2021,Hải Phòng,Cũ,25000.0,Lắp ráp trong nước,Hatchback,Số tự động,Xanh,Đen,5,5,FWD,Xăng,1.4,329.0
Mercedes Benz,2022,Hà Nội,Cũ,6000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1839.0
Mazda,2018,Hà Nội,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,FWD,Xăng,1.5,485.0
Mazda,2018,Hà Nội,Cũ,60000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Kem,5,5,FWD,Xăng,2.0,639.0
Mitsubishi,2017,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,SUV,Số tay,Đen,Kem,7,5,RFD,Dầu,2.5,450.0
BMW,2017,Hà Nội,Cũ,24000.0,Nhập khẩu,Crossover,Số tự động,Xanh,Đen,5,5,FWD,Xăng,2.0,970.0
VinFast,2020,Bình Dương,Cũ,33000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,AWD,Xăng,2.0,825.0
Mercedes Benz,2023,Nghệ An,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,AWD,Xăng,2.0,2299.0
Mercedes Benz,2019,Hà Nội,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Nâu,Kem,5,4,RFD,Xăng,3.0,2570.0
Kia,2019,Hà Nội,Cũ,70000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Kem,7,5,FWD,Dầu,2.2,865.0
Toyota,2019,Hà Nội,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Xăng,2.7,2050.0
BMW,2014,Hà Nội,Cũ,100000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,RFD,Xăng,2.0,455.0
Ford,2020,Hà Nội,Cũ,86000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Ghi,5,4,RFD,Dầu,2.2,550.0
Jeep,2024,TP HCM,Mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5,5,4WD,Xăng,2.0,4088.0
Lexus,2016,Hà Nội,Cũ,68000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,5,5,AWD,Xăng,2.0,1230.0
Ford,2022,Vĩnh Phúc,Cũ,18000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,7,5,4WD,Dầu,2.0,1368.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Xanh,Nhiều màu,5,4,RFD,Xăng,2.0,1780.0
Toyota,2022,Hải Dương,Cũ,17000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Kem,5,4,FWD,Xăng,1.5,515.0
Kia,2022,Hà Nội,Cũ,25689.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Đen,Nâu,7,5,FWD,Xăng,3.5,1485.0
Mercedes Benz,2020,Hà Nội,Cũ,18000.0,Nhập khẩu,SUV,Số tự động,Đen,Nhiều màu,7,5,AWD,Xăng,3.0,2980.0
Mercedes Benz,2024,Hà Nội,Mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,5,5,AWD,Xăng,2.0,2617.0
Mercedes Benz,2022,TP HCM,Mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Nâu,5,4,RFD,Xăng,1.5,1588.0
Mazda,2016,Đà Nẵng,Cũ,65000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Đen,5,4,FWD,Xăng,1.5,395.0
BMW,2016,Cần Thơ,Cũ,54000.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xanh,Kem,4,2,RFD,Xăng,2.0,1299.0
Mazda,2018,Hải Phòng,Cũ,38000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,459.0
Mini,2023,Hà Nội,Mới,0.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xanh,Nâu,5,2,FWD,Xăng,2.0,2409.0
VinFast,2022,Hà Nội,Cũ,33000.0,Lắp ráp trong nước,SUV,Số tự động,Ghi,Đen,5,5,AWD,Điện,0.2,890.0
Toyota,2017,Bình Dương,Cũ,90000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Nhiều màu,5,4,FWD,Xăng,1.5,290.0
Hyundai,2022,Hà Nội,Cũ,18000.0,Nhập khẩu,Crossover,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,638.0
Mercedes Benz,2019,Hà Nội,Cũ,80000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,1188.0
Honda,2018,Hà Nội,Cũ,61000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,759.0
Toyota,2020,TP HCM,Cũ,44000.0,Nhập khẩu,SUV,Số tự động,Nâu,Đỏ,5,5,FWD,Xăng,1.8,750.0
Volkswagen,2016,Hà Nội,Cũ,72000.0,Nhập khẩu,SUV,Số tự động,Ghi,Nâu,5,5,AWD,Xăng,3.6,1120.0
Lexus,2023,Hà Nội,Mới,0.0,Nhập khẩu,Sedan,Số tự động,Vàng,Nâu,5,4,FWD,Xăng,2.5,2519.0
Toyota,2024,Khánh Hòa,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,650.0
LandRover,2023,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Ghi,Nâu,5,4,AWD,Xăng,2.0,4880.0
Hyundai,2019,Hà Nội,Cũ,55000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5,5,FWD,Xăng,2.0,645.0
Toyota,2014,Hà Nội,Cũ,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,4WD,Xăng,2.7,1060.0
Porsche,2021,Hà Nội,Cũ,56000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,5,5,AWD,Xăng,2.0,3188.0
Ford,2020,Hà Nội,Cũ,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xám,Đen,5,4,RFD,Dầu,2.2,535.0
Toyota,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Bạc,Đỏ,5,5,FWD,Xăng,1.8,810.0
Mazda,2020,Hà Nội,Cũ,40000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,5,5,FWD,Xăng,2.5,765.0
Kia,2024,TP HCM,Mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5,5,FWD,Xăng,1.5,554.0
Porsche,2020,Hà Nội,Cũ,28000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đỏ,4,4,RFD,Xăng,3.0,4990.0
Lexus,2016,Hà Nội,Cũ,98000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7,5,AWD,Xăng,5.7,4668.0
Kia,2016,Hà Nội,Cũ,70000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.4,335.0
Ford,2019,Hà Nội,Cũ,8000.0,Nhập khẩu,Coupe,Số tự động,Xanh,Đen,4,2,RFD,Xăng,2.3,1999.0
VinFast,2022,Hà Nội,Cũ,10000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7,5,RFD,Xăng,2.0,765.0
Toyota,2022,TP HCM,Cũ,20600.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5,4,FWD,Xăng,2.0,965.0
Ford,2014,TP HCM,Cũ,10.0,Lắp ráp trong nước,Hatchback,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,265.0
Honda,2021,Hải Phòng,Cũ,59000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5,4,FWD,Xăng,1.5,450.0
Honda,2019,Hải Phòng,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5,4,FWD,Xăng,1.5,409.0
Toyota,2022,Thái Nguyên,Cũ,21000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7,5,FWD,Xăng,1.5,590.0
Honda,2018,Hải Phòng,Cũ,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5,4,FWD,Xăng,1.5,410.0
Mitsubishi,2024,Hà Nội,Mới,0.0,Nhập khẩu,SUV,Số tự động,Đỏ,Đen,5,5,FWD,Xăng,1.5,652.0
Honda,2018,Quảng Ninh,Cũ,60000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,715.0
Lexus,2021,Hà Nội,Cũ,50000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,5,5,AWD,Xăng,2.0,2930.0
BMW,2020,TP HCM,Cũ,30000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,2.0,1190.0
Ford,2020,TP HCM,Cũ,51000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7,5,4WD,Dầu,2.0,979.0
Hyundai,2024,Đồng Nai,Mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Trắng,Đen,7,5,FWD,Xăng,1.5,599.0
Lexus,2019,Hà Nội,Cũ,54000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5,4,FWD,Xăng,2.5,1829.0
Lexus,2012,Hà Nội,Cũ,80000.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7,5,AWD,Xăng,4.6,1500.0
Mercedes Benz,2016,TP HCM,Cũ,80000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5,4,RFD,Xăng,3.0,1380.0
