,Tên hãng xe,Tên dòng xe,Năm sản xuất,Giá,Tỉnh,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Màu ngoại thất,Màu nội thất,Số chỗ ngồi,Số cửa,Dẫn động,Loại động cơ,Dung tích
11417,Hyundai,Tucson 2.0 ATH,2020.0,750000000.0,Hà Nội,Xe đã dùng,40000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Kem,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
12569,Hyundai,Grand Starex 2.4 MT,2015.0,445000000.0,Gia Lai,Xe đã dùng,8600.0,Nhập khẩu,Van/Minivan,Số tay,Bạc,Nhiều màu,9.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.4
30693,Suzuki,Swift GLX 1.2 AT,2022.0,509000000.0,TP HCM,Xe đã dùng,8000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
20191,Toyota,Corolla Cross 1.8V,2020.0,720000000.0,Phú Thọ,Xe đã dùng,3000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.8
1758,Ford,Everest Titanium 2.0L 4x4 AT,2020.0,980000000.0,Hà Nội,Xe đã dùng,50000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Dầu,2.0
25381,Peugeot,2008 GT Line 1.2 AT,2022.0,679000000.0,Hà Nội,Xe đã dùng,25000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
18451,Toyota,Fortuner 2.7V 4x2 AT,2019.0,826000000.0,TP HCM,Xe đã dùng,17000.0,Nhập khẩu,SUV,Số tự động,Đỏ,Nâu,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.7
29089,Kia,Carnival Signature 2.2D,2022.0,1299000000.0,Hà Nội,Xe đã dùng,59000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
16949,Toyota,Land Cruiser 3.5 V6,2021.0,4550000000.0,TP HCM,Xe đã dùng,40000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.4
6466,Mercedes,Benz S class S450,2023.0,4570000000.0,TP HCM,Xe đã dùng,3900.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
14197,Honda,CRV 2.4 AT,2015.0,445000000.0,Hà Nội,Xe đã dùng,90389.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
25551,Lexus,LX 570 Super Sport,2016.0,4668000000.0,Hà Nội,Xe đã dùng,98000.0,Nhập khẩu,SUV,Số tự động,Đen,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.7
8020,Mercedes,Benz G class G63 AMG,2014.0,4599000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Cam,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.5
1380,Ford,Ranger XLS 2.2L 4x2 MT,2018.0,426000000.0,TP HCM,Xe đã dùng,76000.0,Nhập khẩu,Bán tải / Pickup,Số tay,Cát,Ghi,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
26824,Volkswagen,Polo 1.6 AT,2020.0,498000000.0,Hà Nội,Xe đã dùng,47000.0,Nhập khẩu,Hatchback,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
28736,Kia,K5 GT-Line 2.5 AT,2022.0,830000000.0,Thái Nguyên,Xe đã dùng,19000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đỏ,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
3302,Ford,Ranger XLS 2.0L 4x2 AT,2024.0,650000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.0
306,MG,ZS Luxury 1.5 AT 2WD,2024.0,505000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,Crossover,Số tự động,Ghi,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
19287,Toyota,Land Cruiser VX 4.6 V8,2016.0,3330000000.0,TP HCM,Xe đã dùng,51200.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,8.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,4.6
25265,Peugeot,3008 AL,2021.0,839000000.0,TP HCM,Xe đã dùng,17000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
30639,Suzuki,Super Carry Van Blind Van,2017.0,156000000.0,TP HCM,Xe đã dùng,28800.0,Lắp ráp trong nước,Van/Minivan,Số tay,Trắng,Xám,2.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.0
1204,Ford,EcoSport Titanium 1.5L AT,2020.0,495000000.0,TP HCM,Xe đã dùng,40000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
4810,Mitsubishi,Outlander 2.0 CVT,2024.0,761000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
17894,Toyota,Avanza 1.3 MT,2018.0,369000000.0,Cà Mau,Xe đã dùng,109000.0,Nhập khẩu,Crossover,Số tay,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.3
11001,Hyundai,Accent 1.4 MT Tiêu Chuẩn,2024.0,426000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tay,Bạc,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
3733,Ford,Fiesta Titanium 1.5 AT,2014.0,259000000.0,Bình Phước,Xe đã dùng,120000.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Màu khác,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
8975,Mercedes,Benz GLA class GLA 200,2014.0,520000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
24268,Mazda,3 1.5L Luxury,2024.0,619000000.0,Bắc Giang,Xe mới,0.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
24193,Mazda,CX5 Deluxe 2.0 AT,2022.0,740000000.0,Hà Nội,Xe đã dùng,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
24374,Mazda,CX5 Luxury 2.0 AT,2022.0,779000000.0,Hà Nội,Xe đã dùng,51000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
17838,Toyota,Wigo 1.2G MT,2019.0,285000000.0,TP HCM,Xe đã dùng,89800.0,Nhập khẩu,Hatchback,Số tay,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
9192,Mercedes,Benz SL class SL 43 AMG,2023.0,6959000000.0,Khánh Hòa,Xe mới,0.0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Đỏ,Đen,4.0,2.0,RFD - Dẫn động cầu sau,Xăng,2.0
11455,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2021.0,968000000.0,Hà Nội,Xe đã dùng,39000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
13586,Hyundai,Creta Cao cấp 1.5 AT,2024.0,678000000.0,TP HCM,Xe mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
26850,Volkswagen,Touareg Luxury 2.0 TSI,2023.0,3099000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Màu khác,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
5328,VinFast,Lux A 2.0 Plus 2.0 AT,2020.0,585000000.0,Hà Nội,Xe đã dùng,48000.0,Lắp ráp trong nước,Sedan,Số tự động,Xám,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
11887,Hyundai,Creta Cao cấp 1.5 AT,2022.0,675000000.0,Hà Nội,Xe đã dùng,20136.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
5055,Mitsubishi,Xforce Premium,2024.0,680000000.0,Hà Nội,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Xám,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
19268,Toyota,Camry 2.0G,2024.0,1105000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
14794,Honda,Brio RS,2021.0,408000000.0,Hà Nội,Xe đã dùng,13000.0,Nhập khẩu,Hatchback,Số tự động,Vàng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
4286,Mitsubishi,Triton GLS 4x4 AT,2014.0,360000000.0,Hà Nội,Xe đã dùng,160000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đen,Nâu,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.5
12194,Hyundai,Accent 1.4 AT Đặc Biệt,2022.0,489000000.0,TP HCM,Xe đã dùng,25000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
12283,Hyundai,SantaFe Tiêu chuẩn 2.2L,2024.0,1069000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
24764,Mazda,CX8 Premium,2021.0,898000000.0,Hà Nội,Xe đã dùng,30000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.5
23456,Mazda,3 1.5L Luxury,2019.0,489000000.0,Hà Nội,Xe đã dùng,76543.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
5209,Mitsubishi,Outlander Premium 2.0 CVT,2022.0,799000000.0,Hà Nội,Xe đã dùng,20000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
9092,Mercedes,Benz GLC 200,2018.0,1010000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
5012,Mitsubishi,Xpander 1.5 AT,2022.0,550000000.0,Bình Dương,Xe đã dùng,36.0,Nhập khẩu,SUV,Số tự động,Trắng,Nhiều màu,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
28636,Kia,Morning Si AT,2017.0,283000000.0,Hải Phòng,Xe đã dùng,37000.0,Lắp ráp trong nước,Hatchback,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.25
2786,Ford,Ranger Wildtrak 2.0L 4x4 AT,2023.0,910000000.0,TP HCM,Xe đã dùng,16000.0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Đen,Đen,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.0
15528,Toyota,Hilux 2.8G 4x4 AT,2019.0,745000000.0,Hà Nội,Xe đã dùng,52000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Bạc,Ghi,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.8
18160,Toyota,Innova MT,2007.0,145000000.0,Gia Lai,Xe đã dùng,120000.0,Lắp ráp trong nước,Crossover,Số tay,Xanh,Nhiều màu,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
21236,Chevrolet,Spark LT 1.2 MT,2018.0,186000000.0,TP HCM,Xe đã dùng,82000.0,Lắp ráp trong nước,Hatchback,Số tay,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
23866,Mazda,CX5 2.0 AT,2018.0,640000000.0,Hà Nội,Xe đã dùng,61000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
3323,Ford,Ranger XLS 2.2L 4x2 AT,2020.0,545000000.0,TP HCM,Xe đã dùng,75000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
6732,Mercedes,Benz C class C280 Avantgarde,2005.0,265000000.0,TP HCM,Xe đã dùng,265.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.0
8722,Mercedes,Benz C class C200,2011.0,335000000.0,Hà Nội,Xe đã dùng,150000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.8
6337,Mercedes,Benz E class E350,2010.0,599000000.0,TP HCM,Xe đã dùng,123000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,3.5
24501,Mazda,3 1.5 AT,2016.0,415000000.0,TP HCM,Xe đã dùng,27000.0,Lắp ráp trong nước,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
19416,Toyota,Fortuner 2.4L 4x2 AT,2022.0,999000000.0,Hà Nội,Xe đã dùng,16000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.4
10410,Hyundai,SantaFe 2.4L 4WD,2014.0,570000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.4
16098,Toyota,Veloz Cross 1.5 CVT,2024.0,590000000.0,Hà Nội,Xe mới,0.0,Lắp ráp trong nước,SUV,Số tự động,Đen,-,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
25198,Peugeot,3008 Allure 1.6 AT,2020.0,748000000.0,Hà Nội,Xe đã dùng,19000.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Nhiều màu,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.6
21981,LandRover,Range Rover Autobiography LWB Black Edition,2014.0,3580000000.0,TP HCM,Xe đã dùng,36630.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,4.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.0
4502,Mitsubishi,Xpander Cross 1.5 AT,2022.0,668000000.0,Hà Nội,Xe đã dùng,28000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
7787,Mercedes,Benz Maybach S450 4Matic,2017.0,3590000000.0,Hà Nội,Xe đã dùng,70000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Nâu,5.0,4.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
29681,Kia,Carnival Premium 2.2D,2022.0,1236000000.0,Hà Nội,Xe đã dùng,18000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Trắng,Nâu,8.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
28133,Kia,Sorento GAT,2018.0,585000000.0,Hà Nội,Xe đã dùng,51000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.4
7141,Mercedes,Benz GLE Class GLE 450 4Matic,2024.0,4669000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Đen,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
27544,Mini,One 1.5 AT,2020.0,1099000000.0,Hà Nội,Xe đã dùng,27353.0,Nhập khẩu,Hatchback,Số tự động,Cam,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
18694,Toyota,Fortuner 2.7V 4x4 AT,2010.0,359000000.0,TP HCM,Xe đã dùng,100000.0,Lắp ráp trong nước,SUV,Số tự động,Xám,Kem,7.0,5.0,4WD - Dẫn động 4 bánh,Xăng,2.7
18924,Toyota,Vios 1.5E CVT,2020.0,440000000.0,Hà Nội,Xe đã dùng,49000.0,Lắp ráp trong nước,Sedan,Số tự động,Cát,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
11774,Hyundai,Creta Đặc biệt 1.5 AT,2022.0,625000000.0,Hà Nội,Xe đã dùng,20000.0,Nhập khẩu,Crossover,Số tự động,Đen,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
17374,Toyota,Camry 2.0G,2021.0,910000000.0,Hà Nội,Xe đã dùng,30000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
12769,Hyundai,Accent 1.4 ATH,2020.0,445000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
14093,Honda,Accord 1.5 AT,2022.0,1030000000.0,Hà Nội,Xe đã dùng,39000.0,Nhập khẩu,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
7222,Mercedes,Benz E class E200,2019.0,1190000000.0,TP HCM,Xe đã dùng,50000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
23690,Mazda,3 1.5 AT,2017.0,435000000.0,Thái Nguyên,Xe đã dùng,82000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
20051,Toyota,Wigo 1.2 AT,2020.0,335000000.0,Đăk Lăk,Xe đã dùng,30000.0,Nhập khẩu,Hatchback,Số tự động,Đỏ,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.2
21731,Porsche,Macan S,2021.0,2999000000.0,Hà Nội,Xe đã dùng,39000.0,Nhập khẩu,SUV,Số tự động,Đen,Đỏ,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,3.0
25796,Lexus,RX 300,2021.0,2789000000.0,Hà Nội,Xe đã dùng,80000.0,Nhập khẩu,SUV,Số tự động,Trắng,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
891,Ford,Everest Titanium 2.0L 4x2 AT,2022.0,1260000000.0,Hà Nội,Xe đã dùng,10000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Dầu,2.0
11247,Hyundai,SantaFe Cao cấp 2.2L HTRAC,2021.0,1130000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Nâu,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
26652,Lexus,ES 250,2021.0,2250000000.0,Hà Nội,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Số tự động,Xanh,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
27644,Kia,K3 Deluxe 1.6 MT,2022.0,498000000.0,Hà Nội,Xe đã dùng,12000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
257,Nissan,Sunny XT Premium,2019.0,330000000.0,Hà Nội,Xe đã dùng,84100.0,Lắp ráp trong nước,Sedan,Số tự động,Bạc,Ghi,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
11412,Hyundai,Creta Cao cấp 1.5 AT,2022.0,690000000.0,Hà Nội,Xe đã dùng,27000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
4312,Mitsubishi,Xpander Premium 1.5 AT,2024.0,658000000.0,Quảng Ninh,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Xám,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
6095,VinFast,Lux SA 2.0 Plus 2.0 AT,2021.0,735000000.0,Hà Nội,Xe đã dùng,50000.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Nâu,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
28578,Kia,Carnival Signature 2.2D,2022.0,1290000000.0,Hà Nội,Xe đã dùng,49000.0,Lắp ráp trong nước,Van/Minivan,Số tự động,Xanh,Nâu,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
14905,Honda,City RS 1.5 AT,2023.0,525000000.0,TP HCM,Xe đã dùng,48000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Trắng,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.5
9854,BMW,2 Series 218i Gran Tourer,2016.0,650000000.0,Hà Nội,Xe đã dùng,50000.0,Nhập khẩu,Crossover,Số tự động,Trắng,Đen,7.0,5.0,RFD - Dẫn động cầu sau,Xăng,1.5
24473,Mazda,BT50 2.2L 4x2 AT,2015.0,350000000.0,Bình Dương,Xe đã dùng,80000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Xanh,Đen,5.0,4.0,RFD - Dẫn động cầu sau,Dầu,2.2
1650,Ford,Explorer Limited 2.3L EcoBoost,2021.0,1775000000.0,TP HCM,Xe đã dùng,40000.0,Nhập khẩu,SUV,Số tự động,Đen,Đen,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.3
3329,Ford,Ranger Wildtrak 3.2L 4x4 AT,2017.0,589000000.0,Hà Nội,Xe đã dùng,100000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Cam,Nâu,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,3.2
6849,Mercedes,Benz GLC 300 4Matic,2019.0,1299000000.0,TP HCM,Xe đã dùng,67000.0,Lắp ráp trong nước,SUV,Số tự động,Xanh,Nâu,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.0
11176,Hyundai,SantaFe 2.2L HTRAC,2020.0,868000000.0,TP HCM,Xe đã dùng,75000.0,Lắp ráp trong nước,SUV,Số tự động,Trắng,Đen,7.0,5.0,AWD - 4 bánh toàn thời gian,Dầu,2.2
8480,Mercedes,Benz V class V250 AMG,2020.0,2286000000.0,TP HCM,Xe đã dùng,58862.0,Nhập khẩu,Van/Minivan,Số tự động,Đen,Kem,6.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
17968,Toyota,Veloz Cross Top 1.5 CVT,2022.0,626000000.0,Hải Phòng,Xe đã dùng,25000.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
18568,Toyota,Innova 2.0E,2016.0,355000000.0,Bắc Ninh,Xe đã dùng,100000.0,Lắp ráp trong nước,Crossover,Số tay,Cát,Ghi,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
8409,Mercedes,Benz C class C200 Exclusive,2021.0,1280000000.0,Hà Nội,Xe đã dùng,27000.0,Lắp ráp trong nước,Sedan,Số tự động,Trắng,Kem,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,2.0
3629,Ford,Mondeo 2.0 AT,2003.0,120000000.0,TP HCM,Xe đã dùng,150000.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Màu khác,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
25002,Audi,A4 40 TFSI Advanced,2022.0,1600000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.0
18065,Toyota,Camry 2.5Q,2020.0,948000000.0,Hà Nội,Xe đã dùng,40000.0,Nhập khẩu,Sedan,Số tự động,Đen,Đen,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
27388,Daewoo,Lacetti SE,2010.0,162000000.0,Hà Nội,Xe đã dùng,150000.0,Nhập khẩu,Sedan,Số tay,Xám,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.6
8517,Mercedes,Benz C class C200 Avantgarde Plus,2023.0,1580000000.0,TP HCM,Xe đã dùng,20.0,Lắp ráp trong nước,Sedan,Số tự động,Đen,Nâu,5.0,4.0,RFD - Dẫn động cầu sau,Xăng,1.5
29820,Kia,Soluto 1.4 MT,2021.0,320000000.0,Đà Nẵng,Xe đã dùng,70000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Nhiều màu,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
26222,Lexus,LX 570,2015.0,4420000000.0,Hà Nội,Xe đã dùng,102000.0,Nhập khẩu,SUV,Số tự động,Trắng,Kem,7.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,5.7
23900,Mazda,CX5 2.5 AT AWD,2019.0,679000000.0,Hà Nội,Xe đã dùng,69999.0,Lắp ráp trong nước,SUV,Số tự động,Đỏ,Đen,5.0,5.0,AWD - 4 bánh toàn thời gian,Xăng,2.5
27926,Kia,Sorento DATH,2017.0,630000000.0,Hà Nội,Xe đã dùng,99000.0,Lắp ráp trong nước,SUV,Số tự động,Đen,Kem,7.0,5.0,FWD - Dẫn động cầu trước,Dầu,2.2
13343,Hyundai,Accent 1.4 MT,2020.0,360000000.0,Đồng Nai,Xe đã dùng,65000.0,Lắp ráp trong nước,Sedan,Số tay,Trắng,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,1.4
4669,Mitsubishi,Xpander Premium 1.5 AT,2023.0,626000000.0,TP HCM,Xe mới,0.0,Nhập khẩu,SUV,Số tự động,Trắng,Đen,7.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
23283,Mazda,CX5 2.0 Premium,2019.0,695000000.0,Hà Nội,Xe đã dùng,70000.0,Lắp ráp trong nước,SUV,Số tự động,Nâu,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,2.0
18595,Toyota,Innova 2.0E,2018.0,455000000.0,Đà Nẵng,Xe đã dùng,131000.0,Lắp ráp trong nước,Crossover,Số tay,Bạc,Đen,8.0,5.0,RFD - Dẫn động cầu sau,Xăng,2.0
28949,Kia,Seltos 1.5 AT,2024.0,679000000.0,Bắc Ninh,Xe mới,0.0,Lắp ráp trong nước,Crossover,Số tự động,Trắng,Đen,5.0,5.0,FWD - Dẫn động cầu trước,Xăng,1.5
16709,Toyota,Camry 2.5Q,2022.0,1235000000.0,Hà Nội,Xe đã dùng,45000.0,Nhập khẩu,Sedan,Số tự động,Đỏ,Kem,5.0,4.0,FWD - Dẫn động cầu trước,Xăng,2.5
4730,Mitsubishi,Triton Athlete 4x4 AT,2022.0,789000000.0,TP HCM,Xe đã dùng,1000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Đỏ,Đỏ,5.0,4.0,4WD - Dẫn động 4 bánh,Dầu,2.4
